Doomsday Excruciator	1	ParseWarning:target-fallback	G_unclassified		parse_target could not classify 'but the bottom N cards of their library face down'	ParseWarning:target-fallback::parse_target could not classify 'but the bottom N	parser/oracle_target.rs
Doppelgang	1	Effect:for	A_verb_variation	create	for each of N target permanents, create N tokens that are copies of that permanent	Effect:for::for each of N target permanents, create N	parser/oracle_effect/search.rs
Earth Rumble Wrestlers	0	resolver-flagged			R2-aslongas-conditional-static	R2-aslongas-conditional-static	engine-runtime
Edgar, King of Figaro	1	Effect:unknown	A_verb_variation	flip	N-headed coin — the first time you flip N or more coins each turn, those coins come up heads and you win those flips	Effect:unknown::N-headed coin — the first time you flip	parser/oracle_effect/mod.rs
Elenda, Saint of Dusk	0	resolver-flagged			R2-aslongas-conditional-static	R2-aslongas-conditional-static	engine-runtime
Elvish Refueler	1	Effect:unknown	G_unclassified		during your turn, as long as you haven't activated an exhaust ability this turn, you may activate exhaust abilities as though they haven't been activated	Effect:unknown::during your turn, as long as you haven't	parser/oracle_effect/mod.rs
Emeritus of Ideation	1	ParseWarning:target-fallback	G_unclassified		parse_target could not classify 'N cards from your graveyard'	ParseWarning:target-fallback::parse_target could not classify 'N cards from your	parser/oracle_target.rs
Eriette, the Beguiler	1	Trigger:Whenever an Aura you control becomes attached to a nonland permanent an opponent controls with mana value less than or equal to that Aura's mana value	A_verb_variation	become	whenever an aura you control becomes attached to a nonland permanent an opponent controls with mana value less than or equal to that aura's mana value, gain control of that permanent for as long as that aura is attached to it	Trigger:Whenever an Aura you control becomes attached to a nonland permanent an opponent controls with mana value less than or equal to that Aura's mana value::whenever an aura you control becomes attached to	parser/oracle_trigger.rs
Ertha Jo, Frontier Mentor	1	Trigger:Whenever you activate an ability that targets a creature or player	A_verb_variation	copy	whenever you activate an ability that targets a creature or player, copy that ability. you may choose new targets for the copy	Trigger:Whenever you activate an ability that targets a creature or player::whenever you activate an ability that targets a	parser/oracle_trigger.rs
Esper Terra	2	Effect:add	A_verb_variation	add	add {M}, {M}, {M}, {M}, and {M}	Effect:add::add {M}, {M}, {M}, {M}, and {M}	parser/oracle_effect/imperative.rs
Esper Terra	2	Effect:put	A_verb_variation	add	put up to N lore counters on it	Effect:put::put up to N lore counters on it	parser/oracle_effect/search.rs
Expel the Interlopers	1	Swallow:DynamicQty	A_verb_variation	choose	than or equal to the chosen number	Swallow:DynamicQty::than or equal to the chosen number	parser/oracle_quantity.rs
Expose the Culprit	1	Effect:shuffle	A_verb_variation	shuffle	shuffle that pile, then cloak them	Effect:shuffle::shuffle that pile, then cloak them	parser/oracle_effect/search.rs
Fearless Swashbuckler	1	Swallow:Condition_If	A_verb_variation	have	you attack, if a pirate and a vehicle attacked this combat, draw N	Swallow:Condition_If::you attack, if a pirate and a vehicle	parser/oracle_nom/condition.rs
Fire Magic	0	resolver-flagged			R5-runtime-bespoke	R5-runtime-bespoke	engine-runtime
Firebender Ascension	1	Trigger:Whenever a creature you control attacking causes a triggered ability of that creature to trigger	A_verb_variation	put	whenever a creature you control attacking causes a triggered ability of that creature to trigger, put a quest counter on ~. then if it has N or more quest counters on it, you may copy that ability. you may choose new targets for the copy	Trigger:Whenever a creature you control attacking causes a triggered ability of that creature to trigger::whenever a creature you control attacking causes a	parser/oracle_trigger.rs
Foraging Wickermaw	1	Effect:become	A_verb_variation	become	become that color	Effect:become::become that color	parser/oracle_effect/imperative.rs
Fractalize	1	Swallow:DynamicQty	A_verb_variation	become	toughness each equal to N plus N. (it loses all othe	Swallow:DynamicQty::toughness each equal to N plus N. (it	parser/oracle_quantity.rs
Freestrider Commando	1	Swallow:Condition_If	A_verb_variation	cast	on it if it wasn't cast or no mana was spent to cast	Swallow:Condition_If::on it if it wasn't cast or no	parser/oracle_nom/condition.rs
Gastal Raider	0	resolver-flagged			R1-speed-mechanic	R1-speed-mechanic	engine-runtime
Gastal Thrillseeker	0	resolver-flagged			R1-speed-mechanic	R1-speed-mechanic	engine-runtime
Glen Elendra's Answer	1	Effect:all	G_unclassified		all abilities your opponents control	Effect:all::all abilities your opponents control	parser/oracle_effect/counter.rs
Graceful Takedown	1	Effect:multi_source_compound_each_power_damage	F_new_mechanic		any number of target enchanted creatures you control and up to N other target creature you control each deal damage equal to their power to target creature you don't control	Effect:multi_source_compound_each_power_damage::any number of target enchanted creatures you control	parser/oracle_effect/mod.rs
Grievous Wound	1	Trigger:Whenever enchanted player is dealt damage	F_new_mechanic		whenever enchanted player is dealt damage, they lose half their life, rounded up	Trigger:Whenever enchanted player is dealt damage::whenever enchanted player is dealt damage, they lose	parser/oracle_trigger.rs
Grub, Notorious Auntie	1	ParseWarning:target-fallback	G_unclassified		parse_target could not classify 'the blighted creature'	ParseWarning:target-fallback::parse_target could not classify 'the blighted creature'	parser/oracle_target.rs
Hades, Sorcerer of Eld	1	Swallow:Optional_YouMay	A_verb_variation	put	your turn, you may play cards from your graveyard. / if a	Swallow:Optional_YouMay::your turn, you may play cards from your	parser/oracle_effect/
Hama, the Bloodbender	1	Swallow:DynamicQty	A_verb_variation	mill	when ~ enters, target opponent mills N cards. exile up to N noncreature, nonland card from that player's graveyard. for as long as	Swallow:DynamicQty::when ~ enters, target opponent mills N cards.	parser/oracle_quantity.rs
Hearth Elemental	1	Swallow:DynamicQty	A_verb_variation	cast	this spell costs {M} less to cast, where N is the number of cards in your graveyard that are instant cards, sorcery cards, and/or have an ad	Swallow:DynamicQty::this spell costs {M} less to cast, where	parser/oracle_quantity.rs
Heirloom Epic	1	Effect:for	A_verb_variation	tap	for each mana in this ability's activation cost, you may tap an untapped creature you control rather than pay that mana	Effect:for::for each mana in this ability's activation cost,	parser/oracle_effect/search.rs
Hollow Marauder	1	Effect:for	A_verb_variation	discard	for each of those opponents who didn't discard a card with mana value N or greater, draw a card	Effect:for::for each of those opponents who didn't discard	parser/oracle_effect/search.rs
Howling Galefang	0	resolver-flagged			R2-aslongas-conditional-static	R2-aslongas-conditional-static	engine-runtime
Hundred-Battle Veteran	0	resolver-flagged			R2-aslongas-conditional-static	R2-aslongas-conditional-static	engine-runtime
Innocent Bystander	1	Trigger:Whenever ~ is dealt 3 or more damage	A_verb_variation	investigate	whenever ~ is dealt N or more damage, investigate	Trigger:Whenever ~ is dealt 3 or more damage::whenever ~ is dealt N or more damage,	parser/oracle_trigger.rs
Intrepid Paleontologist	2	Swallow:Condition_If	A_verb_variation	add	{M}: add N mana of any color. / {M}: exile target card from a graveyard. / you may cast dinosaur creature spells from among cards you own exil	Swallow:Condition_If::{M}: add N mana of any color. /	parser/oracle_nom/condition.rs
Intrepid Paleontologist	2	Swallow:Optional_YouMay	A_verb_variation	add	graveyard. / you may cast dinosaur creature spells from among cards you	Swallow:Optional_YouMay::graveyard. / you may cast dinosaur creature spells	parser/oracle_effect/
Inventive Wingsmith	1	Swallow:Duration_ThisTurn	A_verb_variation	cast	your hand this turn and this creature doesn't have a flying counter	Swallow:Duration_ThisTurn::your hand this turn and this creature doesn't	parser/oracle_nom/duration.rs
Jolly Gerbils	1	Trigger:Whenever you give a gift	A_verb_variation	draw	whenever you give a gift, draw a card	Trigger:Whenever you give a gift::whenever you give a gift, draw a card	parser/oracle_trigger.rs
Judgment Bolt	1	Swallow:DynamicQty	A_verb_variation	deal	~ deals N damage to target creature and N damage to that creature's controller, where N is the number of equipment you control	Swallow:DynamicQty::~ deals N damage to target creature and	parser/oracle_quantity.rs
Kambal, Profiteering Mayor	1	Swallow:DynamicQty	A_verb_variation	create	control enter, for each of them, create a tapped token that's a	Swallow:DynamicQty::control enter, for each of them, create a	parser/oracle_quantity.rs
Karai, Future of the Foot	1	Swallow:Duration_ThisTurn	A_verb_variation	cast	sneak {M} (you may cast this spell for {M} if you also return an unblocked attacker you control to hand during the declare block	Swallow:Duration_ThisTurn::sneak {M} (you may cast this spell for	parser/oracle_nom/duration.rs
Kav Landseeker	1	Effect:at	A_verb_variation	sacrifice	at the beginning of the end step on your next turn, sacrifice that token	Effect:at::at the beginning of the end step on	parser/oracle_util.rs
Kaya, Spirits' Justice	2	Effect:choose	A_verb_variation	exile	choose a creature card from among them	Effect:choose::choose a creature card from among them	parser/oracle_effect/imperative.rs
Kaya, Spirits' Justice	2	Effect:for	A_verb_variation	exile	for each other player, exile up to N target creature that player controls	Effect:for::for each other player, exile up to N	parser/oracle_effect/search.rs
Kitesail Larcenist	1	Effect:for	A_verb_variation	choose	for each player, choose up to N other target artifact or creature that player controls	Effect:for::for each player, choose up to N other	parser/oracle_effect/search.rs
Lady Octopus, Inspired Inventor	1	Trigger:Whenever you draw your first or second card each turn	A_verb_variation	draw	whenever you draw your first or second card each turn, put an ingenuity counter on ~	Trigger:Whenever you draw your first or second card each turn::whenever you draw your first or second card	parser/oracle_trigger.rs
Leonardo, Sewer Samurai	2	Swallow:Condition_If	A_verb_variation	double	your graveyard. if you c	Swallow:Condition_If::your graveyard. if you c	parser/oracle_nom/condition.rs
Leonardo, Sewer Samurai	2	Swallow:Optional_YouMay	A_verb_variation	double	your turn, you may cast creature spells with power or toughness N	Swallow:Optional_YouMay::your turn, you may cast creature spells with	parser/oracle_effect/
Leyline of Transformation	1	Effect:unknown	G_unclassified		the same is true for creature spells you control and creature cards you own that aren't on the battlefield	Effect:unknown::the same is true for creature spells you	parser/oracle_effect/mod.rs
Lightwheel Enhancements	0	resolver-flagged			R1-speed-mechanic	R1-speed-mechanic	engine-runtime
Living Conundrum	0	resolver-flagged			R2-aslongas-conditional-static	R2-aslongas-conditional-static	engine-runtime
Long Feng, Grand Secretariat	1	Trigger:Whenever another creature you control	A_verb_variation	put	whenever another creature you control, put a +N/+N counter on target creature you control	Trigger:Whenever another creature you control::whenever another creature you control, put a +N/+N	parser/oracle_trigger.rs
Luxurious Locomotive	1	Swallow:DynamicQty	A_verb_variation	attack	treasure token for each creature that crewed it this turn. (they're artifacts	Swallow:DynamicQty::treasure token for each creature that crewed it	parser/oracle_quantity.rs
Machinist's Arsenal	1	Swallow:DynamicQty	A_verb_variation	create	job select / equipped creature gets +N/+N fo	Swallow:DynamicQty::job select / equipped creature gets +N/+N fo	parser/oracle_quantity.rs
Massacre Girl, Known Killer	1	Swallow:Condition_If	A_verb_variation	have	menace / creatures you control have wither. / whenever a creature an opponent con	Swallow:Condition_If::menace / creatures you control have wither. /	parser/oracle_nom/condition.rs
Master's Manufactory	1	Swallow:Condition_If	A_verb_variation	create	activate only if this artifact or another artifact entered the battlefield u	Swallow:Condition_If::activate only if this artifact or another artifact	parser/oracle_nom/condition.rs
Matzalantli, the Great Door	1	Swallow:Condition_If	A_verb_variation	draw	activate only if there are N or more permanent types among cards	Swallow:Condition_If::activate only if there are N or more	parser/oracle_nom/condition.rs
Maximum Carnage	1	Swallow:Condition_If	A_verb_variation	draw	/ i — until your next turn, each creature attacks e	Swallow:Condition_If::/ i — until your next turn, each	parser/oracle_nom/condition.rs
Mazemind Tome	1	Trigger:When there are four or more page counters on ~	A_verb_variation	exile	when there are N or more page counters on ~, exile it. if you do, you gain N life	Trigger:When there are four or more page counters on ~::when there are N or more page counters	parser/oracle_trigger.rs
Memory Vessel	1	Effect:players	G_unclassified		players may play cards they exiled this way, and they can't play cards from their hand	Effect:players::players may play cards they exiled this way,	parser/oracle_effect/imperative.rs
Mirrormind Crown	1	Swallow:Optional_YouMay	A_verb_variation	create	each turn, you may instead create th	Swallow:Optional_YouMay::each turn, you may instead create th	parser/oracle_effect/
Mockingbird	1	Swallow:DynamicQty	A_verb_variation	have	than or equal to the amount of man	Swallow:DynamicQty::than or equal to the amount of man	parser/oracle_quantity.rs
Molten Exhale	1	Swallow:Condition_If	A_verb_variation	cast	had flash if you behold a dragon as an additional cost to cast	Swallow:Condition_If::had flash if you behold a dragon as	parser/oracle_nom/condition.rs
Moonlit Meditation	1	Effect:replacement_structure	F_new_mechanic		the first time you would create N or more tokens each turn, you may instead create that many tokens that are copies of enchanted permanent	Effect:replacement_structure::the first time you would create N or	parser/oracle_dispatch.rs
Neriv, Heart of the Storm	1	Swallow:DynamicQty	A_verb_variation	deal	flying / if a creature you control that entered this turn would deal damage, it deals twice that much damage instead	Swallow:DynamicQty::flying / if a creature you control that	parser/oracle_quantity.rs
Nesting Bot	0	resolver-flagged			R1-speed-mechanic	R1-speed-mechanic	engine-runtime
Nicanzil, Current Conductor	2	Trigger:Whenever a creature you control explores a land card	A_verb_variation	explore	whenever a creature you control explores a land card, you may put a land card from your hand onto the battlefield tapped	Trigger:Whenever a creature you control explores a land card::whenever a creature you control explores a land	parser/oracle_trigger.rs
Nicanzil, Current Conductor	2	Trigger:Whenever a creature you control explores a nonland card	A_verb_variation	explore	whenever a creature you control explores a nonland card, put a +N/+N counter on ~	Trigger:Whenever a creature you control explores a nonland card::whenever a creature you control explores a nonland	parser/oracle_trigger.rs
Niko, Light of Hope	1	Effect:shards	A_verb_variation	become	shards you control become copies of it until the next end step	Effect:shards::shards you control become copies of it until	parser/oracle_effect/
No Witnesses	1	Effect:the	B_subject_stripping	investigate	each player who controls the most creatures investigates. then destroy all creatures	Effect:the::each player who controls the most creatures investigates.	parser/oracle_effect/imperative.rs
Noctis, Prince of Lucis	1	Swallow:Condition_If	A_verb_variation	cast	other costs. if you cast a spell this	Swallow:Condition_If::other costs. if you cast a spell this	parser/oracle_nom/condition.rs
Oblivious Bookworm	1	Effect:Unsupported unless clause	A_verb_variation	discard	discard a card unless a permanent entered the battlefield face down under your control this turn or you turned a permanent face up this turn	Effect:Unsupported unless clause::discard a card unless a permanent entered the	parser/oracle_effect/mod.rs
Ojer Axonil, Deepest Might	1	Swallow:DynamicQty	A_verb_variation	deal	trample / if a red source you control would deal an amount of noncombat damage less than ~'s power to an opponent, that source deals	Swallow:DynamicQty::trample / if a red source you control	parser/oracle_quantity.rs
Otterball Antics	1	Swallow:Condition_If	A_verb_variation	create	with prowess. if this spell was cast from anywhere other than your hand,	Swallow:Condition_If::with prowess. if this spell was cast from	parser/oracle_nom/condition.rs
Outlaw Stitcher	1	Swallow:DynamicQty	A_verb_variation	create	that token for each spell	Swallow:DynamicQty::that token for each spell	parser/oracle_quantity.rs
Outrageous Robbery	1	Effect:spend	A_verb_variation	spend	spend mana as though it were mana of any type to cast it	Effect:spend::spend mana as though it were mana of	parser/oracle_effect/imperative.rs
Overgrown Zealot	1	Effect:spend	A_verb_variation	spend	spend this mana only to turn permanents face up	Effect:spend::spend this mana only to turn permanents face	parser/oracle_effect/imperative.rs
Ozai, the Phoenix King	0	resolver-flagged			R2-aslongas-conditional-static	R2-aslongas-conditional-static	engine-runtime
Page, Loose Leaf	1	Cost:Loose Leaf	G_unclassified		loose leaf	Cost:Loose Leaf::loose leaf	parser/oracle_casting.rs
Parker Luck	1	Effect:lose	A_verb_variation	lose	lose life equal to the mana value of the card revealed by the other player	Effect:lose::lose life equal to the mana value of	parser/oracle_effect/imperative.rs
Party Dude	1	Trigger:Whenever one or more of your opponents are attacked	A_verb_variation	get	whenever N or more of your opponents are attacked, up to N target attacking creature gets +N/+N until end of turn, where N is the number of cards in your hand	Trigger:Whenever one or more of your opponents are attacked::whenever N or more of your opponents are	parser/oracle_trigger.rs
Pit Automaton	2	Effect:orphaned_copy_retarget	B_subject_stripping	choose	you may choose new targets for the copy	Effect:orphaned_copy_retarget::you may choose new targets for the copy	parser/oracle_effect/mod.rs
Pit Automaton	2	Effect:when	B_subject_stripping	choose	{M}, {M}: when you next activate an exhaust ability that isn't a mana ability this turn, copy it. you may choose new targets for the copy	Effect:when::{M}, {M}: when you next activate an exhaust	parser/oracle_effect/conditions.rs
Prishe's Wanderings	1	Effect:when	A_verb_variation	search	when you search your library this way, put a +N/+N counter on target creature you control	Effect:when::when you search your library this way, put	parser/oracle_effect/conditions.rs
Puca's Eye	1	Swallow:Condition_If	A_verb_variation	draw	when this artifact enters, draw a card, then choose a color. this artifact becomes the chosen color. / {M}, {M}: draw a card. activate only if	Swallow:Condition_If::when this artifact enters, draw a card, then	parser/oracle_nom/condition.rs
Pyromancer's Goggles	2	Effect:orphaned_copy_retarget	B_subject_stripping	choose	you may choose new targets for the copy	Effect:orphaned_copy_retarget::you may choose new targets for the copy	parser/oracle_effect/mod.rs
Pyromancer's Goggles	2	Effect:when	B_subject_stripping	choose	when that mana is spent to cast a red instant or sorcery spell, copy that spell	Effect:when::when that mana is spent to cast a	parser/oracle_effect/conditions.rs
Quick Draw	1	Effect:creatures	A_verb_variation	lose	creatures target opponent controls lose first strike and double strike	Effect:creatures::creatures target opponent controls lose first strike and	parser/oracle_effect/mana.rs
Racers' Scoreboard	0	resolver-flagged			R1-speed-mechanic	R1-speed-mechanic	engine-runtime
Rakdos, the Muscle	1	Swallow:DynamicQty	A_verb_variation	sacrifice	exile cards equal to its mana value from the top of target	Swallow:DynamicQty::exile cards equal to its mana value from	parser/oracle_quantity.rs
Ral Zarek, Guest Lecturer	1	Swallow:DynamicQty	A_verb_variation	surveil	[+N]: surveil N. / [−N]: any number of target players each discard a card. / [−N]: return target creature card with mana value N or less fro	Swallow:DynamicQty::[+N]: surveil N. / [−N]: any number of	parser/oracle_quantity.rs
Rampaging Soulrager	0	resolver-flagged			R2-aslongas-conditional-static	R2-aslongas-conditional-static	engine-runtime
Ran and Shaw	1	Swallow:Condition_If	A_verb_variation	cast	~ enter, if you cast them and there are N or more dragon	Swallow:Condition_If::~ enter, if you cast them and there	parser/oracle_nom/condition.rs
Raubahn, Bull of Ala Mhigo	1	Swallow:DynamicQty	A_verb_variation	attack	ward—pay life equal to ~'s power. / whenever ~ attacks, attach up	Swallow:DynamicQty::ward—pay life equal to ~'s power. / whenever	parser/oracle_quantity.rs
Reno and Rude	1	Swallow:Duration_ThisTurn	A_verb_variation	deal	menace / whenever ~ deals combat damage to a player, exile the top card of that player's library. then you may sacrifice another c	Swallow:Duration_ThisTurn::menace / whenever ~ deals combat damage to	parser/oracle_nom/duration.rs
Repulsive Mutation	1	Effect:unless_payment	A_verb_variation	pay	counter up to N target spell unless its controller pays mana equal to the greatest power among creatures you control	Effect:unless_payment::counter up to N target spell unless its	parser/oracle_effect/mod.rs
Restless Prairie	0	resolver-flagged			R5-runtime-bespoke	R5-runtime-bespoke	engine-runtime
Rhino's Rampage	1	Effect:when	A_verb_variation	destroy	when excess damage is dealt to the creature an opponent controls this way, destroy up to N target noncreature artifact with mana value N or less	Effect:when::when excess damage is dealt to the creature	parser/oracle_effect/conditions.rs
Rhys, the Evermore	1	Effect:remove	A_verb_variation	remove	{M}, {M}: remove any number of counters from target creature you control. activate only as a sorcery	Effect:remove::{M}, {M}: remove any number of counters from	parser/oracle_effect/imperative.rs
Riku of Many Paths	2	Swallow:DynamicQty	A_verb_variation	cast	whenever you cast a modal spell, choose up to N, where N is the number of times you chose a mode for that spell — / • exile the top card o	Swallow:DynamicQty::whenever you cast a modal spell, choose up	parser/oracle_quantity.rs
Riku of Many Paths	2	Swallow:Modal_DynamicMaxDropped	A_verb_variation	cast	modal spell, choose up to N, where N is the number	Swallow:Modal_DynamicMaxDropped::modal spell, choose up to N, where N	parser/oracle_effect/sequence.rs
Rottenmouth Viper	1	Effect:for	A_verb_variation	blight	for each blight counter on it	Effect:for::for each blight counter on it	parser/oracle_effect/search.rs
Rubblebelt Braggart	1	Swallow:Condition_If	A_verb_variation	attack	creature attacks, if it's not suspected, you may suspect it	Swallow:Condition_If::creature attacks, if it's not suspected, you may	parser/oracle_nom/condition.rs
Sandman's Quicksand	1	Swallow:Condition_If	A_verb_variation	cast	mayhem {M} / all creatures	Swallow:Condition_If::mayhem {M} / all creatures	parser/oracle_nom/condition.rs
Sandman, Shifting Scoundrel	1	Effect:target	G_unclassified		target land card from your graveyard	Effect:target::target land card from your graveyard	parser/oracle_effect/counter.rs
Sarkhan, Dragon Ascendant	1	Effect:behold	G_unclassified		behold a dragon	Effect:behold::behold a dragon	parser/oracle_casting.rs
Season of Loss	0	resolver-flagged			R5-runtime-bespoke	R5-runtime-bespoke	engine-runtime
Secret of Bloodbending	2	Effect:phase	B_subject_stripping	phase	you control target opponent during their next combat phase. if this spell's additional cost was paid, you control that player during their next turn instead	Effect:phase::you control target opponent during their next combat	parser/oracle_effect/imperative.rs
