Ajani, Strength of the Pride	1	Effect:gain	A_verb_variation	gain	[+N]: you gain life equal to the number of creatures you control plus the number of planeswalkers you control	Effect:gain::[+N]: you gain life equal to the number	parser/oracle_effect/imperative.rs
Akiri, Fearless Voyager	1	Effect:unattach	A_verb_variation	unattach	{M}: you may unattach an equipment from a creature you control. if you do, tap that creature and it gains indestructible until end of turn	Effect:unattach::{M}: you may unattach an equipment from a	parser/oracle_effect/imperative.rs
Akki Lavarunner	1	Effect:flip	A_verb_variation	flip	flip it	Effect:flip::flip it	parser/oracle_effect/imperative.rs
Alania, Divergent Storm	1	Effect:the	A_verb_variation	cast	the first sorcery spell, or the first otter spell other than ~ you've cast this turn, you may have target opponent draw a card	Effect:the::the first sorcery spell, or the first otter	parser/oracle_effect/imperative.rs
Alchemist's Gift	1	Effect:gain	A_verb_variation	gain	gain your choice of deathtouch or lifelink	Effect:gain::gain your choice of deathtouch or lifelink	parser/oracle_effect/imperative.rs
Alhammarret, High Arbiter	1	Effect:unknown	A_verb_variation	reveal	as ~ enters, each opponent reveals their hand. you choose the name of a nonland card revealed this way	Effect:unknown::as ~ enters, each opponent reveals their hand.	parser/oracle_effect/mod.rs
All Suns' Dawn	1	Effect:for	A_verb_variation	return	for each color, return up to N target card of that color from your graveyard to your hand. exile ~	Effect:for::for each color, return up to N target	parser/oracle_effect/search.rs
Alms Beast	1	Effect:static_structure	A_verb_variation	have	creatures blocking or blocked by ~ have lifelink	Effect:static_structure::creatures blocking or blocked by ~ have lifelink	parser/oracle_dispatch.rs
Alpine Moon	1	Effect:unknown	A_verb_variation	choose	as ~ enters, choose a nonbasic land card name	Effect:unknown::as ~ enters, choose a nonbasic land card	parser/oracle_effect/mod.rs
Altar of the Pantheon	2	Effect:a	G_unclassified		a demigod, or a legendary enchantment	Effect:a::a demigod, or a legendary enchantment	parser/oracle_effect/mana.rs
Altar of the Pantheon	2	Effect:unknown	G_unclassified		your devotion to each color and each combination of colors is increased by N	Effect:unknown::your devotion to each color and each combination	parser/oracle_effect/mod.rs
Altaïr Ibn-La'Ahad	1	Effect:for	A_verb_variation	exile	for each creature card you own in exile with a memory counter on it	Effect:for::for each creature card you own in exile	parser/oracle_effect/search.rs
Anax, Hardened in the Forge	1	Swallow:Condition_If	G_unclassified		~'s power is equal to your devotion to red. / wh	Swallow:Condition_If::~'s power is equal to your devotion to	parser/oracle_nom/condition.rs
Anchor to Reality	1	Swallow:Condition_If	A_verb_variation	cast	as an additional cost to cast this spell, sacrifice an artifact or creature. / search your library for an equipment or vehicle card, put that	Swallow:Condition_If::as an additional cost to cast this spell,	parser/oracle_nom/condition.rs
Angel of Grace	1	Effect:damage	G_unclassified		damage that would reduce your life total to less than N reduces it to N instead	Effect:damage::damage that would reduce your life total to	parser/oracle_effect/lower.rs
Angel's Grace	2	Effect:can't	B_subject_stripping	lose	you can't lose the game this turn and your opponents can't win the game this turn. until end of turn, damage that would reduce your life total to less than N reduces it to N instead	Effect:can't::you can't lose the game this turn and	parser/oracle_effect/mana.rs
Angel's Grace	2	Effect:damage	B_subject_stripping	lose	damage that would reduce your life total to less than N reduces it to N instead	Effect:damage::damage that would reduce your life total to	parser/oracle_effect/lower.rs
Angrath, Minotaur Pirate	1	Effect:deal	A_verb_variation	deal	deal damage to that player equal to their total power	Effect:deal::deal damage to that player equal to their	parser/oracle_effect/imperative.rs
Animation Module	1	Effect:give	G_unclassified		give that permanent or player another counter of that kind	Effect:give::give that permanent or player another counter of	parser/oracle_effect/
Anointed Peacekeeper	1	Effect:unknown	A_verb_variation	look	as ~ enters, look at an opponent's hand, then choose any card name	Effect:unknown::as ~ enters, look at an opponent's hand,	parser/oracle_effect/mod.rs
Another Round	1	Effect:repeat	G_unclassified		repeat this process N more times	Effect:repeat::repeat this process N more times	parser/oracle_effect/
Anti-Venom, Horrifying Healer	1	Swallow:Condition_If	A_verb_variation	cast	~ enters, if he was cast, return target creature card from your graveyard	Swallow:Condition_If::~ enters, if he was cast, return target	parser/oracle_nom/condition.rs
Antiquities on the Loose	1	Swallow:Condition_If	A_verb_variation	create	tokens. then if this spell was cast from anywhere other than your hand,	Swallow:Condition_If::tokens. then if this spell was cast from	parser/oracle_nom/condition.rs
Ao, the Dawn Sky	1	Effect:modal_mode_unsupported_qualifier	A_verb_variation	look	look at the top N cards of your library. put any number of nonland permanent cards with total mana value N or less from among them onto the battlefield. put the rest on the bottom of your library in a random order	Effect:modal_mode_unsupported_qualifier::look at the top N cards of your	parser/oracle_modal.rs
Apocalypse Hydra	1	Swallow:Condition_If	A_verb_variation	remove	on it. if N is N or more, it enters with an additional	Swallow:Condition_If::on it. if N is N or more,	parser/oracle_nom/condition.rs
Apostle of Invasion	0	resolver-flagged			R2-aslongas-conditional-static	R2-aslongas-conditional-static	engine-runtime
Aquamorph Entity	1	Effect:modal-enters-face-up	G_unclassified		or is turned face up	Effect:modal-enters-face-up::or is turned face up	parser/oracle_replacement.rs
Aragorn, Company Leader	1	Effect:put	A_verb_variation	put	put your choice of a counter from among first strike, vigilance, deathtouch, and lifelink on ~	Effect:put::put your choice of a counter from among	parser/oracle_effect/search.rs
Arashin Sovereign	1	Effect:put	A_verb_variation	put	put it on your choice of the top or bottom of its owner's library	Effect:put::put it on your choice of the top	parser/oracle_effect/search.rs
Arbiter of the Ideal	1	Effect:creature,	G_unclassified		creature, or land card	Effect:creature,::creature, or land card	parser/oracle_effect/
Arcane Adaptation	1	Effect:unknown	G_unclassified		the same is true for creature spells you control and creature cards you own that aren't on the battlefield	Effect:unknown::the same is true for creature spells you	parser/oracle_effect/mod.rs
Arcane Investigator	0	resolver-flagged			R5-runtime-bespoke	R5-runtime-bespoke	engine-runtime
Arcanum Wings	1	Effect:unknown	G_unclassified		aura swap {M}	Effect:unknown::aura swap {M}	parser/oracle_effect/mod.rs
Archmage Ascension	1	Effect:instead	A_verb_variation	search	instead search your library for a card, put that card into your hand, then shuffle	Effect:instead::instead search your library for a card, put	parser/oracle_effect/search.rs
Ardenvale Paladin	1	Swallow:Condition_If	A_verb_variation	cast	adamant — if at least N white mana was spent to cast this	Swallow:Condition_If::adamant — if at least N white mana	parser/oracle_nom/condition.rs
Arlinn, Embraced by the Moon	1	Swallow:DynamicQty	A_verb_variation	get	[+N]: creatures you control get +N/+N and gain trample until end of turn. / [−N]: ~ deals N damage to any target. transform ~. / [	Swallow:DynamicQty::[+N]: creatures you control get +N/+N and gain	parser/oracle_quantity.rs
Armament of Nyx	0	resolver-flagged			R2-aslongas-conditional-static	R2-aslongas-conditional-static	engine-runtime
Arna Kennerüd, Skycaptain	1	Effect:for	G_unclassified		for each nontoken permanent attached to it	Effect:for::for each nontoken permanent attached to it	parser/oracle_effect/search.rs
Arni Brokenbrow	1	Effect:change	G_unclassified		{M}: you may change arni's base power to N plus the greatest power among other creatures you control until end of turn	Effect:change::{M}: you may change arni's base power to	parser/oracle_effect/subject.rs
As Foretold	1	Effect:unknown	A_verb_variation	pay	once each turn, you may pay {M} rather than pay the mana cost for a spell you cast with mana value N or less, where N is the number of time counters on ~	Effect:unknown::once each turn, you may pay {M} rather	parser/oracle_effect/mod.rs
Ascendant Packleader	1	Swallow:Condition_If	A_verb_variation	cast	on it if you control a permanent with mana value N or greater.	Swallow:Condition_If::on it if you control a permanent with	parser/oracle_nom/condition.rs
Ascent of the Worthy	1	Effect:all	G_unclassified		all damage that would be dealt to creatures you control is dealt to that creature instead	Effect:all::all damage that would be dealt to creatures	parser/oracle_effect/counter.rs
Ashes of the Fallen	1	Effect:static_structure	B_subject_stripping	have	each creature card in your graveyard has the chosen creature type in addition to its other types	Effect:static_structure::each creature card in your graveyard has the	parser/oracle_dispatch.rs
Ashiok, Wicked Manipulator	2	Swallow:Duration_ThisTurn	A_verb_variation	pay	if you would pay life while your library has at least that many cards in it, exile that many cards from the top of your library instead. / [+N	Swallow:Duration_ThisTurn::if you would pay life while your library	parser/oracle_nom/duration.rs
Ashiok, Wicked Manipulator	2	Swallow:DynamicQty	A_verb_variation	pay	at least that many cards in it, exile that many cards from	Swallow:DynamicQty::at least that many cards in it, exile	parser/oracle_quantity.rs
Assimilate Essence	1	Effect:you	B_subject_stripping	incubate	you incubate N	Effect:you::you incubate N	parser/oracle_effect/conditions.rs
Atemsis, All-Seeing	1	Swallow:Condition_If	A_verb_variation	draw	your hand. if cards wi	Swallow:Condition_If::your hand. if cards wi	parser/oracle_nom/condition.rs
Atraxa, Grand Unifier	2	Swallow:DynamicQty	A_verb_variation	reveal	your library. for each card type, you may put a card	Swallow:DynamicQty::your library. for each card type, you may	parser/oracle_quantity.rs
Atraxa, Grand Unifier	2	Swallow:Optional_YouMay	A_verb_variation	reveal	card type, you may put a card	Swallow:Optional_YouMay::card type, you may put a card	parser/oracle_effect/
Auditore Ambush	1	Swallow:Condition_If	A_verb_variation	choose	choose N or both — / • return target creature to its owner's hand. / • target player searches their library and/or graveyard for a card	Swallow:Condition_If::choose N or both — / • return	parser/oracle_nom/condition.rs
Auratouched Mage	2	Effect:otherwise	A_verb_variation	reveal	otherwise	Effect:otherwise::otherwise	parser/oracle_effect/conditions.rs
Auratouched Mage	2	Effect:reveal	A_verb_variation	reveal	reveal the aura card	Effect:reveal::reveal the aura card	parser/oracle_effect/search.rs
Aurelia's Fury	1	Effect:players	A_verb_variation	cast	players dealt damage this way can't cast noncreature spells	Effect:players::players dealt damage this way can't cast noncreature	parser/oracle_effect/imperative.rs
Auspicious Starrix	1	Swallow:DynamicQty	A_verb_variation	cast	mutate {M} (if you cast this spell for its mutate cost, put it over or under target non-human creature you own. they mutate into the crea	Swallow:DynamicQty::mutate {M} (if you cast this spell for	parser/oracle_quantity.rs
Avacyn's Judgment	1	Swallow:Condition_If	A_verb_variation	discard	madness {M} / a	Swallow:Condition_If::madness {M} / a	parser/oracle_nom/condition.rs
Aven Heartstabber	0	resolver-flagged			R2-aslongas-conditional-static	R2-aslongas-conditional-static	engine-runtime
Awaken the Sleeper	1	Swallow:Condition_If	A_verb_variation	gain	of turn. if it's equipped, you may destroy	Swallow:Condition_If::of turn. if it's equipped, you may destroy	parser/oracle_nom/condition.rs
Azor's Gateway	1	Swallow:Condition_If	A_verb_variation	draw	your hand. if cards with N or more different mana values are exiled	Swallow:Condition_If::your hand. if cards with N or more	parser/oracle_nom/condition.rs
Balduvian Fallen	1	Trigger:Whenever ~'s cumulative upkeep is paid	A_verb_variation	get	whenever ~'s cumulative upkeep is paid, it gets +N/+N until end of turn for each {M} or {M} spent this way	Trigger:Whenever ~'s cumulative upkeep is paid::whenever ~'s cumulative upkeep is paid, it gets	parser/oracle_trigger.rs
Balduvian Warlord	2	Effect:block	A_verb_variation	block	block an attacking creature of your choice	Effect:block::block an attacking creature of your choice	parser/oracle_effect/imperative.rs
Balduvian Warlord	2	Effect:creatures	A_verb_variation	block	creatures it was blocking that hadn't become blocked by another creature this combat become unblocked	Effect:creatures::creatures it was blocking that hadn't become blocked	parser/oracle_effect/mana.rs
Ballista Wielder	1	Effect:a	A_verb_variation	block	a creature dealt damage this way can't block	Effect:a::a creature dealt damage this way can't block	parser/oracle_effect/mana.rs
Ballroom Brawlers	1	Effect:~	A_verb_variation	gain	~ and up to N other target creature you control both gain your choice of first strike or lifelink	Effect:~::~ and up to N other target creature	parser/oracle_class.rs
Balthier and Fran	1	Trigger:Whenever a Vehicle crewed by ~ this turn attacks	A_verb_variation	attack	whenever a vehicle crewed by ~ this turn attacks, if it's the first combat phase of the turn, you may pay {M}. if you do, after this phase, there is an additional combat phase	Trigger:Whenever a Vehicle crewed by ~ this turn attacks::whenever a vehicle crewed by ~ this turn	parser/oracle_trigger.rs
Bane Alley Broker	1	Effect:effect_structure	B_subject_stripping	look	you may look at cards exiled with ~	Effect:effect_structure::you may look at cards exiled with ~	parser/oracle_dispatch.rs
Baneclaw Marauder	1	Trigger:Whenever a creature blocking ~ dies	A_verb_variation	lose	whenever a creature blocking ~ dies, that creature's controller loses N life	Trigger:Whenever a creature blocking ~ dies::whenever a creature blocking ~ dies, that creature's	parser/oracle_trigger.rs
Barbarian Class	1	Effect:unknown	A_verb_variation	roll	if you would roll N or more dice, instead roll that many dice plus N and ignore the lowest roll	Effect:unknown::if you would roll N or more dice,	parser/oracle_effect/mod.rs
Barrel Down Sokenzan	1	Effect:deal	A_verb_variation	deal	deal damage to target creature equal to twice the number of mountains returned this way	Effect:deal::deal damage to target creature equal to twice	parser/oracle_effect/imperative.rs
Barren Glory	2	Effect:have	A_verb_variation	have	have no cards in hand	Effect:have::have no cards in hand	parser/oracle_effect/imperative.rs
Barren Glory	2	Effect:if	A_verb_variation	have	if you control no permanents other than ~	Effect:if::if you control no permanents other than ~	parser/oracle_effect/conditions.rs
Barrowin of Clan Undurr	1	Swallow:Condition_If	F_new_mechanic		when barrowin enters, venture into the dungeon. / whenever barrowin attacks, return up to	Swallow:Condition_If::when barrowin enters, venture into the dungeon. /	parser/oracle_nom/condition.rs
Baru, Fist of Krosa	1	Cost:Fist of Krosa	G_unclassified		fist of krosa	Cost:Fist of Krosa::fist of krosa	parser/oracle_casting.rs
Battle Cry Goblin	1	Swallow:Condition_If	A_verb_variation	get	creature attacks, if you attacked wit	Swallow:Condition_If::creature attacks, if you attacked wit	parser/oracle_nom/condition.rs
Battle for Bretagard	1	Swallow:DynamicQty	A_verb_variation	draw	/ i — create a N/N white human warrior creature tok	Swallow:DynamicQty::/ i — create a N/N white human	parser/oracle_quantity.rs
Beamsplitter Mage	1	Effect:the	A_verb_variation	copy	the copy targets the chosen creature	Effect:the::the copy targets the chosen creature	parser/oracle_effect/imperative.rs
Beastbreaker of Bala Ged	0	resolver-flagged			R3-level-up	R3-level-up	engine-runtime
Become Anonymous	2	Effect:shuffle	A_verb_variation	shuffle	shuffle that pile, then cloak those cards	Effect:shuffle::shuffle that pile, then cloak those cards	parser/oracle_effect/search.rs
Become Anonymous	2	Effect:they	A_verb_variation	shuffle	they enter tapped	Effect:they::they enter tapped	parser/oracle_effect/imperative.rs
Become Brutes	1	Effect:for	A_verb_variation	create	for each of those creatures, create a monster role token attached to it	Effect:for::for each of those creatures, create a monster	parser/oracle_effect/search.rs
Berg Strider	1	Swallow:Condition_If	A_verb_variation	tap	opponent controls. if {M} was spent to cast this spell, that permanent doesn't	Swallow:Condition_If::opponent controls. if {M} was spent to cast	parser/oracle_nom/condition.rs
Betrayal of Flesh	1	Effect:entwine—sacrifice	G_unclassified		entwine—sacrifice N lands	Effect:entwine—sacrifice::entwine—sacrifice N lands	parser/oracle_effect/
Bill the Pony	1	Effect:assign	A_verb_variation	sacrifice	sacrifice a food: until end of turn, target creature you control assigns combat damage equal to its toughness rather than its power	Effect:assign::sacrifice a food: until end of turn, target	parser/oracle_effect/subject.rs
Biomancer's Familiar	1	Effect:the	G_unclassified		{M}: the next time target creature adapts this turn, it adapts as though it had no +N/+N counters on it	Effect:the::{M}: the next time target creature adapts this	parser/oracle_effect/imperative.rs
Bioplasm	1	Effect:get	A_verb_variation	get	get +N/+y	Effect:get::get +N/+y	parser/oracle_effect/imperative.rs
Birgi, God of Storytelling	1	Swallow:DynamicQty	A_verb_variation	cast	whenever you cast a spell, add {M}. until end of turn, you don't lose this mana as steps and phases end. / creatures you control can boast twi	Swallow:DynamicQty::whenever you cast a spell, add {M}. until	parser/oracle_quantity.rs
Blade of Shared Souls	1	Effect:have	A_verb_variation	have	have that creature become a copy of another target creature you control	Effect:have::have that creature become a copy of another	parser/oracle_effect/imperative.rs
Bladecoil Serpent	1	Effect:for	A_verb_variation	cast	for each {M} spent to cast it, draw a card	Effect:for::for each {M} spent to cast it, draw	parser/oracle_effect/search.rs
Blasphemous Edict	1	Swallow:Condition_If	A_verb_variation	pay	mana cost if there are N or more creatures on the battlefield. /	Swallow:Condition_If::mana cost if there are N or more	parser/oracle_nom/condition.rs
Blightbeetle	1	Effect:static_structure	A_verb_variation	have	creatures your opponents control can't have +N/+N counters put on them	Effect:static_structure::creatures your opponents control can't have +N/+N counters	parser/oracle_dispatch.rs
Blinding Flare	0	resolver-flagged			R4-cant-restriction-static	R4-cant-restriction-static	engine-runtime
Blinding Powder	1	Effect:unattach	A_verb_variation	unattach	unattach ~: prevent all combat damage that would be dealt to ~ this turn	Effect:unattach::unattach ~: prevent all combat damage that would	parser/oracle_effect/imperative.rs
Blinkmoth Nexus	0	resolver-flagged			R5-runtime-bespoke	R5-runtime-bespoke	engine-runtime
Blizzard Brawl	1	Effect:target	G_unclassified		target creature you don't control	Effect:target::target creature you don't control	parser/oracle_effect/counter.rs
Bloodfire Enforcers	0	resolver-flagged			R2-aslongas-conditional-static	R2-aslongas-conditional-static	engine-runtime
Bloodsoaked Insight	1	Swallow:Condition_If	A_verb_variation	cast	this spell costs {M} less to cast for each N life your opponents have lost this turn. / target opponent exiles the top N cards of their li	Swallow:Condition_If::this spell costs {M} less to cast for	parser/oracle_nom/condition.rs
Bloodthirsty Adversary	1	Effect:when	A_verb_variation	pay	when you pay this cost N or more times, put that many +N/+N counters on ~, then exile up to that many target instant and/or sorcery cards with mana value N or less from your graveyard and copy them	Effect:when::when you pay this cost N or more	parser/oracle_effect/conditions.rs
Blow Your House Down	1	ParseWarning:target-fallback	G_unclassified		parse_target could not classify 'any of them that are walls'	ParseWarning:target-fallback::parse_target could not classify 'any of them that	parser/oracle_target.rs
Bludgeon Brawl	1	Effect:static_structure	B_subject_stripping	equip	each noncreature, non-equipment artifact is an equipment with equip {M} and "equipped creature gets +N/+N," where N is that artifact's mana value	Effect:static_structure::each noncreature, non-equipment artifact is an equipment with	parser/oracle_dispatch.rs
Bonds of Faith	0	resolver-flagged			R2-aslongas-conditional-static	R2-aslongas-conditional-static	engine-runtime
Bonecache Overseer	1	Swallow:Condition_If	A_verb_variation	pay	activate only if N or more cards left your graveyard this turn or	Swallow:Condition_If::activate only if N or more cards left	parser/oracle_nom/condition.rs
Bonepicker Skirge	0	resolver-flagged			R2-aslongas-conditional-static	R2-aslongas-conditional-static	engine-runtime
Boneyard Parley	1	Effect:an	G_unclassified		an opponent separates those cards into N piles	Effect:an::an opponent separates those cards into N piles	parser/oracle_effect/search.rs
Booby Trap	2	Effect:unknown	B_subject_stripping	reveal	the chosen player reveals each card they draw	Effect:unknown::the chosen player reveals each card they draw	parser/oracle_effect/mod.rs
Booby Trap	2	Trigger:When the chosen player draws a card with the chosen name	B_subject_stripping	reveal	when the chosen player draws a card with the chosen name, sacrifice ~. if you do, ~ deals N damage to that player	Trigger:When the chosen player draws a card with the chosen name::when the chosen player draws a card with	parser/oracle_trigger.rs
Boreal Outrider	1	Swallow:Condition_If	A_verb_variation	cast	creature spell, if {M} of any of that spell's colors was spent to	Swallow:Condition_If::creature spell, if {M} of any of that	parser/oracle_nom/condition.rs
Boseiju, Who Shelters All	1	Swallow:Condition_If	A_verb_variation	pay	add {M}. if that mana is spent on an instant or sorcery spell,	Swallow:Condition_If::add {M}. if that mana is spent on	parser/oracle_nom/condition.rs
Botanical Brawler	2	Swallow:Condition_If	A_verb_variation	put	trample / this creature enters with N +N/+N counters on it. / whenever N or more +N/+N counters are put on another permanent you control, if	Swallow:Condition_If::trample / this creature enters with N +N/+N	parser/oracle_nom/condition.rs
Botanical Brawler	2	Swallow:Duration_ThisTurn	A_verb_variation	put	trample / this creature enters with N +N/+N counters on it. / whenever N or more +N/+N counters are put on another permanent you control, if	Swallow:Duration_ThisTurn::trample / this creature enters with N +N/+N	parser/oracle_nom/duration.rs
Bounding Felidar	1	Swallow:DynamicQty	A_verb_variation	attack	N life for each of those crea	Swallow:DynamicQty::N life for each of those crea	parser/oracle_quantity.rs
Bounty of Might	0	resolver-flagged			R5-runtime-bespoke	R5-runtime-bespoke	engine-runtime
Bounty of the Luxa	1	Effect:otherwise	G_unclassified		otherwise	Effect:otherwise::otherwise	parser/oracle_effect/conditions.rs
Braided Net	1	Swallow:Condition_AsLongAs	A_verb_variation	remove	this artifact enters with N net counters on it. / {M}, remove a net counter from this artifact: tap another target nonland permanent. its	Swallow:Condition_AsLongAs::this artifact enters with N net counters on	parser/oracle_nom/condition.rs
Braids's Frightful Return	0	resolver-flagged			R5-runtime-bespoke	R5-runtime-bespoke	engine-runtime
Brain Pry	1	Swallow:Condition_If	A_verb_variation	choose	that name. if they can't, you draw a card	Swallow:Condition_If::that name. if they can't, you draw a	parser/oracle_nom/condition.rs
Brass Knuckles	0	resolver-flagged			R2-aslongas-conditional-static	R2-aslongas-conditional-static	engine-runtime
Bre of Clan Stoutarm	1	Effect:otherwise	G_unclassified		otherwise	Effect:otherwise::otherwise	parser/oracle_effect/conditions.rs
Breach the Multiverse	1	Swallow:DynamicQty	A_verb_variation	mill	N cards. for each player, choose a creature or planeswalker card in	Swallow:DynamicQty::N cards. for each player, choose a creature	parser/oracle_quantity.rs
Breathless Knight	1	Swallow:Condition_If	A_verb_variation	cast	control enters, if that creature entered from a graveyard or you cast it	Swallow:Condition_If::control enters, if that creature entered from a	parser/oracle_nom/condition.rs
Bride's Gown	0	resolver-flagged			R2-aslongas-conditional-static	R2-aslongas-conditional-static	engine-runtime
Brilliance Unleashed	1	Effect:it's	G_unclassified		it's a N/N robot artifact creature with flying	Effect:it's::it's a N/N robot artifact creature with flying	parser/oracle_effect/become_copy_except.rs
Brilliant Ultimatum	2	Effect:an	G_unclassified		an opponent separates those cards into N piles	Effect:an::an opponent separates those cards into N piles	parser/oracle_effect/search.rs
Brilliant Ultimatum	2	Effect:play	G_unclassified		play lands	Effect:play::play lands	parser/oracle_effect/search.rs
Brimstone Mage	0	resolver-flagged			R3-level-up	R3-level-up	engine-runtime
Brine Elemental	1	Effect:skip	A_verb_variation	untap	skip their next untap step	Effect:skip::skip their next untap step	parser/oracle_static/dispatch.rs
Bronze Bombshell	1	Trigger:When a player other than ~'s owner controls it	A_verb_variation	sacrifice	when a player other than ~'s owner controls it, that player sacrifices it. if the player does, ~ deals N damage to the player	Trigger:When a player other than ~'s owner controls it::when a player other than ~'s owner controls	parser/oracle_trigger.rs
Brothers Yamazaki	1	Effect:static_structure	G_unclassified		if there are exactly N permanents named ~ on the battlefield, the "legend rule" doesn't apply to them	Effect:static_structure::if there are exactly N permanents named ~	parser/oracle_dispatch.rs
Bruna, Light of Alabaster	1	Effect:put	A_verb_variation	put	put onto the battlefield attached to it any number of aura cards that could enchant it from your graveyard and/or hand	Effect:put::put onto the battlefield attached to it any	parser/oracle_effect/search.rs
Brutal Hordechief	2	Effect:choose	A_verb_variation	block	choose how those creatures block	Effect:choose::choose how those creatures block	parser/oracle_effect/imperative.rs
Brutal Hordechief	2	Effect:creatures	A_verb_variation	block	{M}: creatures your opponents control block this turn if able, and you choose how those creatures block	Effect:creatures::{M}: creatures your opponents control block this turn	parser/oracle_effect/mana.rs
Budoka Gardener	1	Effect:flip	A_verb_variation	flip	flip ~	Effect:flip::flip ~	parser/oracle_effect/imperative.rs
Budoka Pupil	1	Effect:flip	A_verb_variation	flip	flip it	Effect:flip::flip it	parser/oracle_effect/imperative.rs
Bumi, King of Three Trials	2	Swallow:DynamicQty	A_verb_variation	choose	when ~ enters, choose up to N, where N is the number of lesson cards in your graveyard — / • put N +N/+N counters on ~. / • targ	Swallow:DynamicQty::when ~ enters, choose up to N, where	parser/oracle_quantity.rs
Bumi, King of Three Trials	2	Swallow:Modal_DynamicMaxDropped	A_verb_variation	choose	~ enters, choose up to N, where N is the number	Swallow:Modal_DynamicMaxDropped::~ enters, choose up to N, where N	parser/oracle_effect/sequence.rs
Bumi, Unleashed	1	Effect:only	A_verb_variation	can	only land creatures can attack during that combat phase	Effect:only::only land creatures can attack during that combat	parser/oracle_effect/
Burn at the Stake	1	Effect:deal	B_subject_stripping	deal	~ deals damage to any target equal to N times the number of creatures tapped this way	Effect:deal::~ deals damage to any target equal to	parser/oracle_effect/imperative.rs
Burning-Eye Zubera	2	Swallow:Condition_If	A_verb_variation	deal	creature dies, if N or more damage was dealt to it this turn,	Swallow:Condition_If::creature dies, if N or more damage was	parser/oracle_nom/condition.rs
Burning-Eye Zubera	2	Swallow:Duration_ThisTurn	A_verb_variation	deal	to it this turn, this creature deals N damage to any target	Swallow:Duration_ThisTurn::to it this turn, this creature deals N	parser/oracle_nom/duration.rs
Burnout Bashtronaut	0	resolver-flagged			R1-speed-mechanic	R1-speed-mechanic	engine-runtime
Bushi Tenderfoot	1	Effect:flip	A_verb_variation	flip	flip ~	Effect:flip::flip ~	parser/oracle_effect/imperative.rs
Caged Sun	1	Trigger:Whenever a land's ability causes you to add one or more mana of the chosen color	A_verb_variation	add	whenever a land's ability causes you to add N or more mana of the chosen color, add an additional N mana of that color	Trigger:Whenever a land's ability causes you to add one or more mana of the chosen color::whenever a land's ability causes you to add	parser/oracle_trigger.rs
Cairn Wanderer	1	Effect:unknown	G_unclassified		the same is true for landwalk, protection	Effect:unknown::the same is true for landwalk, protection	parser/oracle_effect/mod.rs
Calamity, Galloping Inferno	1	Effect:choose	A_verb_variation	choose	choose a nonlegendary creature that saddled it this turn	Effect:choose::choose a nonlegendary creature that saddled it this	parser/oracle_effect/imperative.rs
